Datetime,SCATS Number,Flow
2006-10-20 00:00:00,3127,93.0
2006-10-20 00:15:00,3127,71.0
2006-10-20 00:30:00,3127,43.0
2006-10-20 00:45:00,3127,49.0
2006-10-20 01:00:00,3127,37.0
2006-10-20 01:15:00,3127,43.0
2006-10-20 01:30:00,3127,21.0
2006-10-20 01:45:00,3127,34.0
2006-10-20 02:00:00,3127,29.0
2006-10-20 02:15:00,3127,23.0
2006-10-20 02:30:00,3127,28.0
2006-10-20 02:45:00,3127,23.0
2006-10-20 03:00:00,3127,29.0
2006-10-20 03:15:00,3127,18.0
2006-10-20 03:30:00,3127,22.0
2006-10-20 03:45:00,3127,9.0
2006-10-20 04:00:00,3127,19.0
2006-10-20 04:15:00,3127,18.0
2006-10-20 04:30:00,3127,39.0
2006-10-20 04:45:00,3127,36.0
2006-10-20 05:00:00,3127,41.0
2006-10-20 05:15:00,3127,51.0
2006-10-20 05:30:00,3127,80.0
2006-10-20 05:45:00,3127,89.0
2006-10-20 06:00:00,3127,183.0
2006-10-20 06:15:00,3127,260.0
2006-10-20 06:30:00,3127,351.0
2006-10-20 06:45:00,3127,545.0
2006-10-20 07:00:00,3127,620.0
2006-10-20 07:15:00,3127,753.0
2006-10-20 07:30:00,3127,765.0
2006-10-20 07:45:00,3127,733.0
2006-10-20 08:00:00,3127,704.0
2006-10-20 08:15:00,3127,753.0
2006-10-20 08:30:00,3127,702.0
2006-10-20 08:45:00,3127,692.0
2006-10-20 09:00:00,3127,664.0
2006-10-20 09:15:00,3127,622.0
2006-10-20 09:30:00,3127,616.0
2006-10-20 09:45:00,3127,605.0
2006-10-20 10:00:00,3127,585.0
2006-10-20 10:15:00,3127,532.0
2006-10-20 10:30:00,3127,557.0
2006-10-20 10:45:00,3127,608.0
2006-10-20 11:00:00,3127,544.0
2006-10-20 11:15:00,3127,575.0
2006-10-20 11:30:00,3127,545.0
2006-10-20 11:45:00,3127,601.0
2006-10-20 12:00:00,3127,611.0
2006-10-20 12:15:00,3127,610.0
2006-10-20 12:30:00,3127,534.0
2006-10-20 12:45:00,3127,603.0
2006-10-20 13:00:00,3127,548.0
2006-10-20 13:15:00,3127,578.0
2006-10-20 13:30:00,3127,566.0
2006-10-20 13:45:00,3127,538.0
2006-10-20 14:00:00,3127,561.0
2006-10-20 14:15:00,3127,557.0
2006-10-20 14:30:00,3127,586.0
2006-10-20 14:45:00,3127,644.0
2006-10-20 15:00:00,3127,625.0
2006-10-20 15:15:00,3127,708.0
2006-10-20 15:30:00,3127,664.0
2006-10-20 15:45:00,3127,690.0
2006-10-20 16:00:00,3127,685.0
2006-10-20 16:15:00,3127,729.0
2006-10-20 16:30:00,3127,763.0
2006-10-20 16:45:00,3127,704.0
2006-10-20 17:00:00,3127,756.0
2006-10-20 17:15:00,3127,824.0
2006-10-20 17:30:00,3127,823.0
2006-10-20 17:45:00,3127,760.0
2006-10-20 18:00:00,3127,763.0
2006-10-20 18:15:00,3127,738.0
2006-10-20 18:30:00,3127,636.0
2006-10-20 18:45:00,3127,643.0
2006-10-20 19:00:00,3127,567.0
2006-10-20 19:15:00,3127,576.0
2006-10-20 19:30:00,3127,498.0
2006-10-20 19:45:00,3127,409.0
2006-10-20 20:00:00,3127,374.0
2006-10-20 20:15:00,3127,314.0
2006-10-20 20:30:00,3127,262.0
2006-10-20 20:45:00,3127,300.0
2006-10-20 21:00:00,3127,303.0
2006-10-20 21:15:00,3127,296.0
2006-10-20 21:30:00,3127,294.0
2006-10-20 21:45:00,3127,265.0
2006-10-20 22:00:00,3127,275.0
2006-10-20 22:15:00,3127,289.0
2006-10-20 22:30:00,3127,282.0
2006-10-20 22:45:00,3127,247.0
2006-10-20 23:00:00,3127,219.0
2006-10-20 23:15:00,3127,200.0
2006-10-20 23:30:00,3127,167.0
2006-10-20 23:45:00,3127,167.0
2006-10-21 00:00:00,3127,131.0
2006-10-21 00:15:00,3127,126.0
2006-10-21 00:30:00,3127,103.0
2006-10-21 00:45:00,3127,85.0
2006-10-21 01:00:00,3127,70.0
2006-10-21 01:15:00,3127,72.0
2006-10-21 01:30:00,3127,55.0
2006-10-21 01:45:00,3127,59.0
2006-10-21 02:00:00,3127,41.0
2006-10-21 02:15:00,3127,41.0
2006-10-21 02:30:00,3127,43.0
2006-10-21 02:45:00,3127,40.0
2006-10-21 03:00:00,3127,23.0
2006-10-21 03:15:00,3127,43.0
2006-10-21 03:30:00,3127,17.0
2006-10-21 03:45:00,3127,20.0
2006-10-21 04:00:00,3127,21.0
2006-10-21 04:15:00,3127,25.0
2006-10-21 04:30:00,3127,26.0
2006-10-21 04:45:00,3127,37.0
2006-10-21 05:00:00,3127,28.0
2006-10-21 05:15:00,3127,49.0
2006-10-21 05:30:00,3127,43.0
2006-10-21 05:45:00,3127,69.0
2006-10-21 06:00:00,3127,93.0
2006-10-21 06:15:00,3127,115.0
2006-10-21 06:30:00,3127,130.0
2006-10-21 06:45:00,3127,168.0
2006-10-21 07:00:00,3127,141.0
2006-10-21 07:15:00,3127,184.0
2006-10-21 07:30:00,3127,263.0
2006-10-21 07:45:00,3127,292.0
2006-10-21 08:00:00,3127,332.0
2006-10-21 08:15:00,3127,357.0
2006-10-21 08:30:00,3127,403.0
2006-10-21 08:45:00,3127,516.0
2006-10-21 09:00:00,3127,462.0
2006-10-21 09:15:00,3127,555.0
2006-10-21 09:30:00,3127,544.0
2006-10-21 09:45:00,3127,605.0
2006-10-21 10:00:00,3127,610.0
2006-10-21 10:15:00,3127,613.0
2006-10-21 10:30:00,3127,610.0
2006-10-21 10:45:00,3127,632.0
2006-10-21 11:00:00,3127,602.0
2006-10-21 11:15:00,3127,670.0
2006-10-21 11:30:00,3127,663.0
2006-10-21 11:45:00,3127,693.0
2006-10-21 12:00:00,3127,619.0
2006-10-21 12:15:00,3127,688.0
2006-10-21 12:30:00,3127,698.0
2006-10-21 12:45:00,3127,654.0
2006-10-21 13:00:00,3127,619.0
2006-10-21 13:15:00,3127,649.0
2006-10-21 13:30:00,3127,625.0
2006-10-21 13:45:00,3127,666.0
2006-10-21 14:00:00,3127,591.0
2006-10-21 14:15:00,3127,610.0
2006-10-21 14:30:00,3127,659.0
2006-10-21 14:45:00,3127,588.0
2006-10-21 15:00:00,3127,556.0
2006-10-21 15:15:00,3127,634.0
2006-10-21 15:30:00,3127,590.0
2006-10-21 15:45:00,3127,551.0
2006-10-21 16:00:00,3127,577.0
2006-10-21 16:15:00,3127,518.0
2006-10-21 16:30:00,3127,554.0
2006-10-21 16:45:00,3127,544.0
2006-10-21 17:00:00,3127,578.0
2006-10-21 17:15:00,3127,614.0
2006-10-21 17:30:00,3127,567.0
2006-10-21 17:45:00,3127,543.0
2006-10-21 18:00:00,3127,492.0
2006-10-21 18:15:00,3127,584.0
2006-10-21 18:30:00,3127,531.0
2006-10-21 18:45:00,3127,485.0
2006-10-21 19:00:00,3127,455.0
2006-10-21 19:15:00,3127,423.0
2006-10-21 19:30:00,3127,378.0
2006-10-21 19:45:00,3127,307.0
2006-10-21 20:00:00,3127,298.0
2006-10-21 20:15:00,3127,278.0
2006-10-21 20:30:00,3127,233.0
2006-10-21 20:45:00,3127,242.0
2006-10-21 21:00:00,3127,266.0
2006-10-21 21:15:00,3127,224.0
2006-10-21 21:30:00,3127,222.0
2006-10-21 21:45:00,3127,198.0
2006-10-21 22:00:00,3127,207.0
2006-10-21 22:15:00,3127,195.0
2006-10-21 22:30:00,3127,242.0
2006-10-21 22:45:00,3127,245.0
2006-10-21 23:00:00,3127,250.0
2006-10-21 23:15:00,3127,259.0
2006-10-21 23:30:00,3127,254.0
2006-10-21 23:45:00,3127,213.0
2006-10-22 00:00:00,3127,205.0
2006-10-22 00:15:00,3127,166.0
2006-10-22 00:30:00,3127,154.0
2006-10-22 00:45:00,3127,142.0
2006-10-22 01:00:00,3127,133.0
2006-10-22 01:15:00,3127,120.0
2006-10-22 01:30:00,3127,89.0
2006-10-22 01:45:00,3127,69.0
2006-10-22 02:00:00,3127,64.0
2006-10-22 02:15:00,3127,56.0
2006-10-22 02:30:00,3127,58.0
2006-10-22 02:45:00,3127,49.0
2006-10-22 03:00:00,3127,45.0
2006-10-22 03:15:00,3127,44.0
2006-10-22 03:30:00,3127,37.0
2006-10-22 03:45:00,3127,31.0
2006-10-22 04:00:00,3127,46.0
2006-10-22 04:15:00,3127,40.0
2006-10-22 04:30:00,3127,35.0
2006-10-22 04:45:00,3127,34.0
2006-10-22 05:00:00,3127,41.0
2006-10-22 05:15:00,3127,32.0
2006-10-22 05:30:00,3127,58.0
2006-10-22 05:45:00,3127,53.0
2006-10-22 06:00:00,3127,48.0
2006-10-22 06:15:00,3127,65.0
2006-10-22 06:30:00,3127,92.0
2006-10-22 06:45:00,3127,111.0
2006-10-22 07:00:00,3127,84.0
2006-10-22 07:15:00,3127,106.0
2006-10-22 07:30:00,3127,135.0
2006-10-22 07:45:00,3127,159.0
2006-10-22 08:00:00,3127,153.0
2006-10-22 08:15:00,3127,201.0
2006-10-22 08:30:00,3127,234.0
2006-10-22 08:45:00,3127,302.0
2006-10-22 09:00:00,3127,291.0
2006-10-22 09:15:00,3127,339.0
2006-10-22 09:30:00,3127,408.0
2006-10-22 09:45:00,3127,465.0
2006-10-22 10:00:00,3127,478.0
2006-10-22 10:15:00,3127,484.0
2006-10-22 10:30:00,3127,462.0
2006-10-22 10:45:00,3127,466.0
2006-10-22 11:00:00,3127,458.0
2006-10-22 11:15:00,3127,483.0
2006-10-22 11:30:00,3127,532.0
2006-10-22 11:45:00,3127,544.0
2006-10-22 12:00:00,3127,556.0
2006-10-22 12:15:00,3127,617.0
2006-10-22 12:30:00,3127,555.0
2006-10-22 12:45:00,3127,618.0
2006-10-22 13:00:00,3127,555.0
2006-10-22 13:15:00,3127,561.0
2006-10-22 13:30:00,3127,519.0
2006-10-22 13:45:00,3127,527.0
2006-10-22 14:00:00,3127,496.0
2006-10-22 14:15:00,3127,522.0
2006-10-22 14:30:00,3127,498.0
2006-10-22 14:45:00,3127,530.0
2006-10-22 15:00:00,3127,556.0
2006-10-22 15:15:00,3127,531.0
2006-10-22 15:30:00,3127,535.0
2006-10-22 15:45:00,3127,530.0
2006-10-22 16:00:00,3127,511.0
2006-10-22 16:15:00,3127,505.0
2006-10-22 16:30:00,3127,528.0
2006-10-22 16:45:00,3127,511.0
2006-10-22 17:00:00,3127,527.0
2006-10-22 17:15:00,3127,551.0
2006-10-22 17:30:00,3127,500.0
2006-10-22 17:45:00,3127,486.0
2006-10-22 18:00:00,3127,480.0
2006-10-22 18:15:00,3127,476.0
2006-10-22 18:30:00,3127,393.0
2006-10-22 18:45:00,3127,368.0
2006-10-22 19:00:00,3127,315.0
2006-10-22 19:15:00,3127,320.0
2006-10-22 19:30:00,3127,277.0
2006-10-22 19:45:00,3127,229.0
2006-10-22 20:00:00,3127,222.0
2006-10-22 20:15:00,3127,274.0
2006-10-22 20:30:00,3127,232.0
2006-10-22 20:45:00,3127,240.0
2006-10-22 21:00:00,3127,239.0
2006-10-22 21:15:00,3127,219.0
2006-10-22 21:30:00,3127,195.0
2006-10-22 21:45:00,3127,198.0
2006-10-22 22:00:00,3127,192.0
2006-10-22 22:15:00,3127,169.0
2006-10-22 22:30:00,3127,161.0
2006-10-22 22:45:00,3127,104.0
2006-10-22 23:00:00,3127,123.0
2006-10-22 23:15:00,3127,80.0
2006-10-22 23:30:00,3127,59.0
2006-10-22 23:45:00,3127,53.0
2006-10-23 00:00:00,3127,63.0
2006-10-23 00:15:00,3127,33.0
2006-10-23 00:30:00,3127,36.0
2006-10-23 00:45:00,3127,25.0
2006-10-23 01:00:00,3127,29.0
2006-10-23 01:15:00,3127,19.0
2006-10-23 01:30:00,3127,19.0
2006-10-23 01:45:00,3127,15.0
2006-10-23 02:00:00,3127,18.0
2006-10-23 02:15:00,3127,15.0
2006-10-23 02:30:00,3127,16.0
2006-10-23 02:45:00,3127,9.0
2006-10-23 03:00:00,3127,9.0
2006-10-23 03:15:00,3127,12.0
2006-10-23 03:30:00,3127,11.0
2006-10-23 03:45:00,3127,17.0
2006-10-23 04:00:00,3127,20.0
2006-10-23 04:15:00,3127,17.0
2006-10-23 04:30:00,3127,28.0
2006-10-23 04:45:00,3127,35.0
2006-10-23 05:00:00,3127,44.0
2006-10-23 05:15:00,3127,56.0
2006-10-23 05:30:00,3127,78.0
2006-10-23 05:45:00,3127,97.0
2006-10-23 06:00:00,3127,153.0
2006-10-23 06:15:00,3127,260.0
2006-10-23 06:30:00,3127,399.0
2006-10-23 06:45:00,3127,464.0
2006-10-23 07:00:00,3127,607.0
2006-10-23 07:15:00,3127,779.0
2006-10-23 07:30:00,3127,749.0
2006-10-23 07:45:00,3127,731.0
2006-10-23 08:00:00,3127,720.0
2006-10-23 08:15:00,3127,807.0
2006-10-23 08:30:00,3127,719.0
2006-10-23 08:45:00,3127,685.0
2006-10-23 09:00:00,3127,668.0
2006-10-23 09:15:00,3127,634.0
2006-10-23 09:30:00,3127,559.0
2006-10-23 09:45:00,3127,526.0
2006-10-23 10:00:00,3127,493.0
2006-10-23 10:15:00,3127,506.0
2006-10-23 10:30:00,3127,507.0
2006-10-23 10:45:00,3127,508.0
2006-10-23 11:00:00,3127,504.0
2006-10-23 11:15:00,3127,540.0
2006-10-23 11:30:00,3127,504.0
2006-10-23 11:45:00,3127,537.0
2006-10-23 12:00:00,3127,540.0
2006-10-23 12:15:00,3127,517.0
2006-10-23 12:30:00,3127,533.0
2006-10-23 12:45:00,3127,531.0
2006-10-23 13:00:00,3127,510.0
2006-10-23 13:15:00,3127,521.0
2006-10-23 13:30:00,3127,515.0
2006-10-23 13:45:00,3127,551.0
2006-10-23 14:00:00,3127,520.0
2006-10-23 14:15:00,3127,511.0
2006-10-23 14:30:00,3127,577.0
2006-10-23 14:45:00,3127,569.0
2006-10-23 15:00:00,3127,612.0
2006-10-23 15:15:00,3127,665.0
2006-10-23 15:30:00,3127,691.0
2006-10-23 15:45:00,3127,668.0
2006-10-23 16:00:00,3127,671.0
2006-10-23 16:15:00,3127,670.0
2006-10-23 16:30:00,3127,648.0
2006-10-23 16:45:00,3127,641.0
2006-10-23 17:00:00,3127,688.0
2006-10-23 17:15:00,3127,796.0
2006-10-23 17:30:00,3127,760.0
2006-10-23 17:45:00,3127,719.0
2006-10-23 18:00:00,3127,754.0
2006-10-23 18:15:00,3127,647.0
2006-10-23 18:30:00,3127,585.0
2006-10-23 18:45:00,3127,524.0
2006-10-23 19:00:00,3127,485.0
2006-10-23 19:15:00,3127,480.0
2006-10-23 19:30:00,3127,393.0
2006-10-23 19:45:00,3127,342.0
2006-10-23 20:00:00,3127,310.0
2006-10-23 20:15:00,3127,313.0
2006-10-23 20:30:00,3127,254.0
2006-10-23 20:45:00,3127,254.0
2006-10-23 21:00:00,3127,266.0
2006-10-23 21:15:00,3127,223.0
2006-10-23 21:30:00,3127,236.0
2006-10-23 21:45:00,3127,213.0
2006-10-23 22:00:00,3127,219.0
2006-10-23 22:15:00,3127,155.0
2006-10-23 22:30:00,3127,176.0
2006-10-23 22:45:00,3127,113.0
2006-10-23 23:00:00,3127,127.0
2006-10-23 23:15:00,3127,78.0
2006-10-23 23:30:00,3127,61.0
2006-10-23 23:45:00,3127,42.0
2006-10-24 00:00:00,3127,42.36382536382536
2006-10-24 00:15:00,3127,42.727650727650726
2006-10-24 00:30:00,3127,43.09147609147609
2006-10-24 00:45:00,3127,43.45530145530145
2006-10-24 01:00:00,3127,43.81912681912682
2006-10-24 01:15:00,3127,44.182952182952185
2006-10-24 01:30:00,3127,44.54677754677755
2006-10-24 01:45:00,3127,44.91060291060291
2006-10-24 02:00:00,3127,45.274428274428274
2006-10-24 02:15:00,3127,45.63825363825364
2006-10-24 02:30:00,3127,46.002079002079
2006-10-24 02:45:00,3127,46.36590436590436
2006-10-24 03:00:00,3127,
2006-10-24 03:15:00,3127,
2006-10-24 03:30:00,3127,
2006-10-24 03:45:00,3127,
2006-10-24 04:00:00,3127,
2006-10-24 04:15:00,3127,
2006-10-24 04:30:00,3127,
2006-10-24 04:45:00,3127,
2006-10-24 05:00:00,3127,
2006-10-24 05:15:00,3127,
2006-10-24 05:30:00,3127,
2006-10-24 05:45:00,3127,
2006-10-24 06:00:00,3127,
2006-10-24 06:15:00,3127,
2006-10-24 06:30:00,3127,
2006-10-24 06:45:00,3127,
2006-10-24 07:00:00,3127,
2006-10-24 07:15:00,3127,
2006-10-24 07:30:00,3127,
2006-10-24 07:45:00,3127,
2006-10-24 08:00:00,3127,
2006-10-24 08:15:00,3127,
2006-10-24 08:30:00,3127,
2006-10-24 08:45:00,3127,
2006-10-24 09:00:00,3127,
2006-10-24 09:15:00,3127,
2006-10-24 09:30:00,3127,
2006-10-24 09:45:00,3127,
2006-10-24 10:00:00,3127,
2006-10-24 10:15:00,3127,
2006-10-24 10:30:00,3127,
2006-10-24 10:45:00,3127,
2006-10-24 11:00:00,3127,
2006-10-24 11:15:00,3127,
2006-10-24 11:30:00,3127,
2006-10-24 11:45:00,3127,
2006-10-24 12:00:00,3127,
2006-10-24 12:15:00,3127,
2006-10-24 12:30:00,3127,
2006-10-24 12:45:00,3127,
2006-10-24 13:00:00,3127,
2006-10-24 13:15:00,3127,
2006-10-24 13:30:00,3127,
2006-10-24 13:45:00,3127,
2006-10-24 14:00:00,3127,
2006-10-24 14:15:00,3127,
2006-10-24 14:30:00,3127,
2006-10-24 14:45:00,3127,
2006-10-24 15:00:00,3127,
2006-10-24 15:15:00,3127,
2006-10-24 15:30:00,3127,
2006-10-24 15:45:00,3127,
2006-10-24 16:00:00,3127,
2006-10-24 16:15:00,3127,
2006-10-24 16:30:00,3127,
2006-10-24 16:45:00,3127,
2006-10-24 17:00:00,3127,
2006-10-24 17:15:00,3127,
2006-10-24 17:30:00,3127,
2006-10-24 17:45:00,3127,
2006-10-24 18:00:00,3127,
2006-10-24 18:15:00,3127,
2006-10-24 18:30:00,3127,
2006-10-24 18:45:00,3127,
2006-10-24 19:00:00,3127,
2006-10-24 19:15:00,3127,
2006-10-24 19:30:00,3127,
2006-10-24 19:45:00,3127,
2006-10-24 20:00:00,3127,
2006-10-24 20:15:00,3127,
2006-10-24 20:30:00,3127,
2006-10-24 20:45:00,3127,
2006-10-24 21:00:00,3127,
2006-10-24 21:15:00,3127,
2006-10-24 21:30:00,3127,
2006-10-24 21:45:00,3127,
2006-10-24 22:00:00,3127,
2006-10-24 22:15:00,3127,
2006-10-24 22:30:00,3127,
2006-10-24 22:45:00,3127,
2006-10-24 23:00:00,3127,
2006-10-24 23:15:00,3127,
2006-10-24 23:30:00,3127,
2006-10-24 23:45:00,3127,
2006-10-25 00:00:00,3127,
2006-10-25 00:15:00,3127,
2006-10-25 00:30:00,3127,
2006-10-25 00:45:00,3127,
2006-10-25 01:00:00,3127,
2006-10-25 01:15:00,3127,
2006-10-25 01:30:00,3127,
2006-10-25 01:45:00,3127,
2006-10-25 02:00:00,3127,
2006-10-25 02:15:00,3127,
2006-10-25 02:30:00,3127,
2006-10-25 02:45:00,3127,
2006-10-25 03:00:00,3127,
2006-10-25 03:15:00,3127,
2006-10-25 03:30:00,3127,
2006-10-25 03:45:00,3127,
2006-10-25 04:00:00,3127,
2006-10-25 04:15:00,3127,
2006-10-25 04:30:00,3127,
2006-10-25 04:45:00,3127,
2006-10-25 05:00:00,3127,
2006-10-25 05:15:00,3127,
2006-10-25 05:30:00,3127,
2006-10-25 05:45:00,3127,
2006-10-25 06:00:00,3127,
2006-10-25 06:15:00,3127,
2006-10-25 06:30:00,3127,
2006-10-25 06:45:00,3127,
2006-10-25 07:00:00,3127,
2006-10-25 07:15:00,3127,
2006-10-25 07:30:00,3127,
2006-10-25 07:45:00,3127,
2006-10-25 08:00:00,3127,
2006-10-25 08:15:00,3127,
2006-10-25 08:30:00,3127,
2006-10-25 08:45:00,3127,
2006-10-25 09:00:00,3127,
2006-10-25 09:15:00,3127,
2006-10-25 09:30:00,3127,
2006-10-25 09:45:00,3127,
2006-10-25 10:00:00,3127,
2006-10-25 10:15:00,3127,
2006-10-25 10:30:00,3127,
2006-10-25 10:45:00,3127,
2006-10-25 11:00:00,3127,
2006-10-25 11:15:00,3127,
2006-10-25 11:30:00,3127,
2006-10-25 11:45:00,3127,
2006-10-25 12:00:00,3127,
2006-10-25 12:15:00,3127,
2006-10-25 12:30:00,3127,
2006-10-25 12:45:00,3127,
2006-10-25 13:00:00,3127,
2006-10-25 13:15:00,3127,
2006-10-25 13:30:00,3127,
2006-10-25 13:45:00,3127,
2006-10-25 14:00:00,3127,
2006-10-25 14:15:00,3127,
2006-10-25 14:30:00,3127,
2006-10-25 14:45:00,3127,
2006-10-25 15:00:00,3127,
2006-10-25 15:15:00,3127,
2006-10-25 15:30:00,3127,
2006-10-25 15:45:00,3127,
2006-10-25 16:00:00,3127,
2006-10-25 16:15:00,3127,
2006-10-25 16:30:00,3127,
2006-10-25 16:45:00,3127,
2006-10-25 17:00:00,3127,
2006-10-25 17:15:00,3127,
2006-10-25 17:30:00,3127,
2006-10-25 17:45:00,3127,
2006-10-25 18:00:00,3127,
2006-10-25 18:15:00,3127,
2006-10-25 18:30:00,3127,
2006-10-25 18:45:00,3127,
2006-10-25 19:00:00,3127,
2006-10-25 19:15:00,3127,
2006-10-25 19:30:00,3127,
2006-10-25 19:45:00,3127,
2006-10-25 20:00:00,3127,
2006-10-25 20:15:00,3127,
2006-10-25 20:30:00,3127,
2006-10-25 20:45:00,3127,
2006-10-25 21:00:00,3127,
2006-10-25 21:15:00,3127,
2006-10-25 21:30:00,3127,
2006-10-25 21:45:00,3127,
2006-10-25 22:00:00,3127,
2006-10-25 22:15:00,3127,
2006-10-25 22:30:00,3127,
2006-10-25 22:45:00,3127,
2006-10-25 23:00:00,3127,
2006-10-25 23:15:00,3127,
2006-10-25 23:30:00,3127,
2006-10-25 23:45:00,3127,
2006-10-26 00:00:00,3127,
2006-10-26 00:15:00,3127,
2006-10-26 00:30:00,3127,
2006-10-26 00:45:00,3127,
2006-10-26 01:00:00,3127,
2006-10-26 01:15:00,3127,
2006-10-26 01:30:00,3127,
2006-10-26 01:45:00,3127,
2006-10-26 02:00:00,3127,
2006-10-26 02:15:00,3127,
2006-10-26 02:30:00,3127,
2006-10-26 02:45:00,3127,
2006-10-26 03:00:00,3127,
2006-10-26 03:15:00,3127,
2006-10-26 03:30:00,3127,
2006-10-26 03:45:00,3127,
2006-10-26 04:00:00,3127,
2006-10-26 04:15:00,3127,
2006-10-26 04:30:00,3127,
2006-10-26 04:45:00,3127,
2006-10-26 05:00:00,3127,
2006-10-26 05:15:00,3127,
2006-10-26 05:30:00,3127,
2006-10-26 05:45:00,3127,
2006-10-26 06:00:00,3127,
2006-10-26 06:15:00,3127,
2006-10-26 06:30:00,3127,
2006-10-26 06:45:00,3127,
2006-10-26 07:00:00,3127,
2006-10-26 07:15:00,3127,
2006-10-26 07:30:00,3127,
2006-10-26 07:45:00,3127,
2006-10-26 08:00:00,3127,
2006-10-26 08:15:00,3127,
2006-10-26 08:30:00,3127,
2006-10-26 08:45:00,3127,
2006-10-26 09:00:00,3127,
2006-10-26 09:15:00,3127,
2006-10-26 09:30:00,3127,
2006-10-26 09:45:00,3127,
2006-10-26 10:00:00,3127,
2006-10-26 10:15:00,3127,
2006-10-26 10:30:00,3127,
2006-10-26 10:45:00,3127,
2006-10-26 11:00:00,3127,
2006-10-26 11:15:00,3127,
2006-10-26 11:30:00,3127,
2006-10-26 11:45:00,3127,
2006-10-26 12:00:00,3127,
2006-10-26 12:15:00,3127,
2006-10-26 12:30:00,3127,
2006-10-26 12:45:00,3127,
2006-10-26 13:00:00,3127,
2006-10-26 13:15:00,3127,
2006-10-26 13:30:00,3127,
2006-10-26 13:45:00,3127,
2006-10-26 14:00:00,3127,
2006-10-26 14:15:00,3127,
2006-10-26 14:30:00,3127,
2006-10-26 14:45:00,3127,
2006-10-26 15:00:00,3127,
2006-10-26 15:15:00,3127,
2006-10-26 15:30:00,3127,
2006-10-26 15:45:00,3127,
2006-10-26 16:00:00,3127,
2006-10-26 16:15:00,3127,
2006-10-26 16:30:00,3127,
2006-10-26 16:45:00,3127,
2006-10-26 17:00:00,3127,
2006-10-26 17:15:00,3127,
2006-10-26 17:30:00,3127,
2006-10-26 17:45:00,3127,
2006-10-26 18:00:00,3127,
2006-10-26 18:15:00,3127,
2006-10-26 18:30:00,3127,
2006-10-26 18:45:00,3127,
2006-10-26 19:00:00,3127,
2006-10-26 19:15:00,3127,
2006-10-26 19:30:00,3127,
2006-10-26 19:45:00,3127,
2006-10-26 20:00:00,3127,
2006-10-26 20:15:00,3127,
2006-10-26 20:30:00,3127,
2006-10-26 20:45:00,3127,
2006-10-26 21:00:00,3127,
2006-10-26 21:15:00,3127,
2006-10-26 21:30:00,3127,
2006-10-26 21:45:00,3127,
2006-10-26 22:00:00,3127,
2006-10-26 22:15:00,3127,
2006-10-26 22:30:00,3127,
2006-10-26 22:45:00,3127,
2006-10-26 23:00:00,3127,
2006-10-26 23:15:00,3127,
2006-10-26 23:30:00,3127,
2006-10-26 23:45:00,3127,
2006-10-27 00:00:00,3127,
2006-10-27 00:15:00,3127,
2006-10-27 00:30:00,3127,
2006-10-27 00:45:00,3127,
2006-10-27 01:00:00,3127,
2006-10-27 01:15:00,3127,
2006-10-27 01:30:00,3127,
2006-10-27 01:45:00,3127,
2006-10-27 02:00:00,3127,
2006-10-27 02:15:00,3127,
2006-10-27 02:30:00,3127,
2006-10-27 02:45:00,3127,
2006-10-27 03:00:00,3127,
2006-10-27 03:15:00,3127,
2006-10-27 03:30:00,3127,
2006-10-27 03:45:00,3127,
2006-10-27 04:00:00,3127,
2006-10-27 04:15:00,3127,
2006-10-27 04:30:00,3127,
2006-10-27 04:45:00,3127,
2006-10-27 05:00:00,3127,
2006-10-27 05:15:00,3127,
2006-10-27 05:30:00,3127,
2006-10-27 05:45:00,3127,
2006-10-27 06:00:00,3127,
2006-10-27 06:15:00,3127,
2006-10-27 06:30:00,3127,
2006-10-27 06:45:00,3127,
2006-10-27 07:00:00,3127,
2006-10-27 07:15:00,3127,
2006-10-27 07:30:00,3127,
2006-10-27 07:45:00,3127,
2006-10-27 08:00:00,3127,
2006-10-27 08:15:00,3127,
2006-10-27 08:30:00,3127,
2006-10-27 08:45:00,3127,
2006-10-27 09:00:00,3127,
2006-10-27 09:15:00,3127,
2006-10-27 09:30:00,3127,
2006-10-27 09:45:00,3127,
2006-10-27 10:00:00,3127,
2006-10-27 10:15:00,3127,
2006-10-27 10:30:00,3127,
2006-10-27 10:45:00,3127,
2006-10-27 11:00:00,3127,
2006-10-27 11:15:00,3127,
2006-10-27 11:30:00,3127,
2006-10-27 11:45:00,3127,
2006-10-27 12:00:00,3127,
2006-10-27 12:15:00,3127,
2006-10-27 12:30:00,3127,
2006-10-27 12:45:00,3127,
2006-10-27 13:00:00,3127,
2006-10-27 13:15:00,3127,
2006-10-27 13:30:00,3127,
2006-10-27 13:45:00,3127,
2006-10-27 14:00:00,3127,
2006-10-27 14:15:00,3127,
2006-10-27 14:30:00,3127,
2006-10-27 14:45:00,3127,
2006-10-27 15:00:00,3127,
2006-10-27 15:15:00,3127,
2006-10-27 15:30:00,3127,
2006-10-27 15:45:00,3127,
2006-10-27 16:00:00,3127,
2006-10-27 16:15:00,3127,
2006-10-27 16:30:00,3127,
2006-10-27 16:45:00,3127,
2006-10-27 17:00:00,3127,
2006-10-27 17:15:00,3127,
2006-10-27 17:30:00,3127,
2006-10-27 17:45:00,3127,
2006-10-27 18:00:00,3127,
2006-10-27 18:15:00,3127,
2006-10-27 18:30:00,3127,
2006-10-27 18:45:00,3127,
2006-10-27 19:00:00,3127,
